source,timestamp,date,base,USD,EUR,JPY,GBP,CHF
http://data.fixer.io/api/,958348799,2000-05-14,EUR,0.910808,1.0,99.042507,0.601314,1.553648
http://data.fixer.io/api/,958435199,2000-05-15,EUR,0.913148,1.0,99.966281,0.605022,1.555565
http://data.fixer.io/api/,958521599,2000-05-16,EUR,0.904198,1.0,98.896574,0.603641,1.551592
http://data.fixer.io/api/,958607999,2000-05-17,EUR,0.893634,1.0,97.931646,0.599249,1.551483
http://data.fixer.io/api/,958694399,2000-05-18,EUR,0.894137,1.0,97.355766,0.603574,1.554756
http://data.fixer.io/api/,958780799,2000-05-19,EUR,0.895585,1.0,96.002506,0.603406,1.555654
http://data.fixer.io/api/,958867199,2000-05-20,EUR,0.893076,1.0,95.801695,0.601667,1.551961
http://data.fixer.io/api/,958953599,2000-05-21,EUR,0.893076,1.0,95.801695,0.601667,1.551961
http://data.fixer.io/api/,959039999,2000-05-22,EUR,0.903341,1.0,96.782389,0.606255,1.555086
http://data.fixer.io/api/,959126399,2000-05-23,EUR,0.905839,1.0,96.660204,0.613166,1.560463
http://data.fixer.io/api/,959212799,2000-05-24,EUR,0.908248,1.0,97.673165,0.61537,1.562585
http://data.fixer.io/api/,959299199,2000-05-25,EUR,0.908243,1.0,97.730298,0.617403,1.565295
http://data.fixer.io/api/,959385599,2000-05-26,EUR,0.928423,1.0,99.516664,0.626589,1.57142
http://data.fixer.io/api/,959471999,2000-05-27,EUR,0.92292,1.0,98.927066,0.622925,1.565051
http://data.fixer.io/api/,959558399,2000-05-28,EUR,0.92292,1.0,98.927066,0.622925,1.565051
http://data.fixer.io/api/,959644799,2000-05-29,EUR,0.92772,1.0,99.444426,0.622673,1.568379
http://data.fixer.io/api/,959731199,2000-05-30,EUR,0.932404,1.0,99.347858,0.622198,1.570665
http://data.fixer.io/api/,959817599,2000-05-31,EUR,0.934025,1.0,100.50493,0.624184,1.575566
http://data.fixer.io/api/,959903999,2000-06-01,EUR,0.932047,1.0,101.270987,0.624361,1.571769
http://data.fixer.io/api/,959990399,2000-06-02,EUR,0.941353,1.0,102.012909,0.626402,1.575628
http://data.fixer.io/api/,960076799,2000-06-03,EUR,0.93877,1.0,101.731896,0.625361,1.573208
http://data.fixer.io/api/,960163199,2000-06-04,EUR,0.93877,1.0,101.731896,0.625361,1.573208
http://data.fixer.io/api/,960249599,2000-06-05,EUR,0.947102,1.0,101.900805,0.624779,1.576077
http://data.fixer.io/api/,960335999,2000-06-06,EUR,0.954467,1.0,101.233065,0.627094,1.574858
http://data.fixer.io/api/,960422399,2000-06-07,EUR,0.960184,1.0,101.37982,0.63073,1.571104
http://data.fixer.io/api/,960508799,2000-06-08,EUR,0.957787,1.0,101.40155,0.632829,1.562997
http://data.fixer.io/api/,960595199,2000-06-09,EUR,0.952448,1.0,101.755836,0.632114,1.567443
http://data.fixer.io/api/,960681599,2000-06-10,EUR,0.951049,1.0,101.623345,0.631501,1.565837
http://data.fixer.io/api/,960767999,2000-06-11,EUR,0.951049,1.0,101.623345,0.631501,1.565837
http://data.fixer.io/api/,960854399,2000-06-12,EUR,0.953585,1.0,101.709273,0.63076,1.562105
http://data.fixer.io/api/,960940799,2000-06-13,EUR,0.960666,1.0,102.516273,0.635466,1.563968
http://data.fixer.io/api/,961027199,2000-06-14,EUR,0.960364,1.0,102.397343,0.639207,1.563575
http://data.fixer.io/api/,961113599,2000-06-15,EUR,0.953144,1.0,101.362312,0.631072,1.562814
http://data.fixer.io/api/,961199999,2000-06-16,EUR,0.96362,1.0,102.380782,0.636484,1.563411
http://data.fixer.io/api/,961286399,2000-06-17,EUR,0.960671,1.0,102.091856,0.6349,1.56008
http://data.fixer.io/api/,961372799,2000-06-18,EUR,0.960671,1.0,102.091856,0.6349,1.56008
http://data.fixer.io/api/,961459199,2000-06-19,EUR,0.960922,1.0,101.576674,0.634868,1.560114
http://data.fixer.io/api/,961545599,2000-06-20,EUR,0.956474,1.0,100.868129,0.632416,1.557289
http://data.fixer.io/api/,961631999,2000-06-21,EUR,0.9455,1.0,99.717838,0.630556,1.549677
http://data.fixer.io/api/,961718399,2000-06-22,EUR,0.938806,1.0,98.350774,0.6215,1.546067
http://data.fixer.io/api/,961804799,2000-06-23,EUR,0.936993,1.0,97.899235,0.623044,1.549689
http://data.fixer.io/api/,961891199,2000-06-24,EUR,0.938984,1.0,98.049322,0.62399,1.551948
http://data.fixer.io/api/,961977599,2000-06-25,EUR,0.938984,1.0,98.049322,0.62399,1.551948
http://data.fixer.io/api/,962063999,2000-06-26,EUR,0.937289,1.0,98.987587,0.624994,1.550199
http://data.fixer.io/api/,962150399,2000-06-27,EUR,0.944735,1.0,99.586582,0.629346,1.549168
http://data.fixer.io/api/,962236799,2000-06-28,EUR,0.943033,1.0,99.602591,0.624984,1.550282
http://data.fixer.io/api/,962323199,2000-06-29,EUR,0.951678,1.0,99.874961,0.626448,1.55755
http://data.fixer.io/api/,962409599,2000-06-30,EUR,0.954332,1.0,100.920436,0.630484,1.557376
http://data.fixer.io/api/,962495999,2000-07-01,EUR,0.954898,1.0,100.986553,0.630796,1.557851
http://data.fixer.io/api/,962582399,2000-07-02,EUR,0.954898,1.0,100.986553,0.630796,1.557851
http://data.fixer.io/api/,962668799,2000-07-03,EUR,0.951137,1.0,100.599823,0.628784,1.555806
http://data.fixer.io/api/,962755199,2000-07-04,EUR,0.950906,1.0,100.906462,0.628141,1.554872
http://data.fixer.io/api/,962841599,2000-07-05,EUR,0.953915,1.0,101.948834,0.631586,1.55009
http://data.fixer.io/api/,962927999,2000-07-06,EUR,0.951848,1.0,102.221593,0.630228,1.546464
http://data.fixer.io/api/,963014399,2000-07-07,EUR,0.947611,1.0,102.038153,0.626605,1.543367
http://data.fixer.io/api/,963100799,2000-07-08,EUR,0.947634,1.0,102.007148,0.62692,1.543784
http://data.fixer.io/api/,963187199,2000-07-09,EUR,0.947634,1.0,102.007148,0.62692,1.543784
http://data.fixer.io/api/,963273599,2000-07-10,EUR,0.953402,1.0,102.055375,0.629692,1.549056
http://data.fixer.io/api/,963359999,2000-07-11,EUR,0.951363,1.0,101.742912,0.628272,1.550616
http://data.fixer.io/api/,963446399,2000-07-12,EUR,0.942604,1.0,101.881363,0.624324,1.550527
http://data.fixer.io/api/,963532799,2000-07-13,EUR,0.935416,1.0,100.854235,0.623078,1.551689
http://data.fixer.io/api/,963619199,2000-07-14,EUR,0.93701,1.0,101.099817,0.62577,1.549493
http://data.fixer.io/api/,963705599,2000-07-15,EUR,0.935933,1.0,100.974482,0.627364,1.547916
http://data.fixer.io/api/,963791999,2000-07-16,EUR,0.935933,1.0,100.974482,0.627364,1.547916
http://data.fixer.io/api/,963878399,2000-07-17,EUR,0.935357,1.0,101.487135,0.626614,1.548468
http://data.fixer.io/api/,963964799,2000-07-18,EUR,0.929824,1.0,100.56989,0.621056,1.54759
http://data.fixer.io/api/,964051199,2000-07-19,EUR,0.923254,1.0,99.878023,0.616999,1.549401
http://data.fixer.io/api/,964137599,2000-07-20,EUR,0.929732,1.0,100.326922,0.617582,1.552939
http://data.fixer.io/api/,964223999,2000-07-21,EUR,0.935972,1.0,101.803906,0.617186,1.553244
http://data.fixer.io/api/,964310399,2000-07-22,EUR,0.936622,1.0,101.796688,0.617599,1.553353
http://data.fixer.io/api/,964396799,2000-07-23,EUR,0.936622,1.0,101.796688,0.617599,1.553353
http://data.fixer.io/api/,964483199,2000-07-24,EUR,0.932343,1.0,101.492565,0.615157,1.554501
http://data.fixer.io/api/,964569599,2000-07-25,EUR,0.938953,1.0,102.559955,0.61871,1.551861
http://data.fixer.io/api/,964655999,2000-07-26,EUR,0.941039,1.0,102.768773,0.620752,1.553389
http://data.fixer.io/api/,964742399,2000-07-27,EUR,0.933663,1.0,101.83866,0.6169,1.549029
http://data.fixer.io/api/,964828799,2000-07-28,EUR,0.924434,1.0,101.185824,0.613979,1.54704
http://data.fixer.io/api/,964915199,2000-07-29,EUR,0.925304,1.0,101.249023,0.614171,1.547876
http://data.fixer.io/api/,965001599,2000-07-30,EUR,0.925304,1.0,101.249023,0.614171,1.547876
http://data.fixer.io/api/,965087999,2000-07-31,EUR,0.926361,1.0,101.37336,0.618491,1.548201
http://data.fixer.io/api/,965174399,2000-08-01,EUR,0.920224,1.0,100.69289,0.614414,1.54235
http://data.fixer.io/api/,965260799,2000-08-02,EUR,0.913029,1.0,99.52841,0.612448,1.542812
http://data.fixer.io/api/,965347199,2000-08-03,EUR,0.905382,1.0,98.142851,0.606853,1.545591
http://data.fixer.io/api/,965433599,2000-08-04,EUR,0.907025,1.0,98.447334,0.603477,1.549139
http://data.fixer.io/api/,965519999,2000-08-05,EUR,0.905679,1.0,98.3182,0.602124,1.547631
http://data.fixer.io/api/,965606399,2000-08-06,EUR,0.905679,1.0,98.3182,0.602124,1.547631
http://data.fixer.io/api/,965692799,2000-08-07,EUR,0.909103,1.0,99.065482,0.602865,1.547828
http://data.fixer.io/api/,965779199,2000-08-08,EUR,0.902355,1.0,97.983422,0.599347,1.543515
http://data.fixer.io/api/,965865599,2000-08-09,EUR,0.898663,1.0,96.973153,0.598811,1.545055
http://data.fixer.io/api/,965951999,2000-08-10,EUR,0.906941,1.0,98.537687,0.605251,1.548739
http://data.fixer.io/api/,966038399,2000-08-11,EUR,0.905405,1.0,98.433831,0.601832,1.550389
http://data.fixer.io/api/,966124799,2000-08-12,EUR,0.908331,1.0,98.756087,0.603909,1.553571
http://data.fixer.io/api/,966211199,2000-08-13,EUR,0.908331,1.0,98.756087,0.603909,1.553571
http://data.fixer.io/api/,966297599,2000-08-14,EUR,0.903965,1.0,98.960157,0.600575,1.556504
http://data.fixer.io/api/,966383999,2000-08-15,EUR,0.913059,1.0,99.727314,0.605846,1.560983
http://data.fixer.io/api/,966470399,2000-08-16,EUR,0.913703,1.0,99.193909,0.609287,1.564091
http://data.fixer.io/api/,966556799,2000-08-17,EUR,0.915888,1.0,99.371243,0.610864,1.564286
http://data.fixer.io/api/,966643199,2000-08-18,EUR,0.907693,1.0,98.605933,0.608355,1.557509
http://data.fixer.io/api/,966729599,2000-08-19,EUR,0.909484,1.0,98.856061,0.609235,1.552641
http://data.fixer.io/api/,966815999,2000-08-20,EUR,0.909484,1.0,98.856061,0.609235,1.552641
http://data.fixer.io/api/,966902399,2000-08-21,EUR,0.902128,1.0,97.847008,0.605663,1.560251
http://data.fixer.io/api/,966988799,2000-08-22,EUR,0.897151,1.0,97.211607,0.604679,1.560683
http://data.fixer.io/api/,967075199,2000-08-23,EUR,0.897523,1.0,96.158283,0.605334,1.553529
http://data.fixer.io/api/,967161599,2000-08-24,EUR,0.902214,1.0,96.530313,0.609156,1.546429
http://data.fixer.io/api/,967247999,2000-08-25,EUR,0.90243,1.0,96.622075,0.612676,1.544059
http://data.fixer.io/api/,967334399,2000-08-26,EUR,0.902191,1.0,96.607013,0.612696,1.544372
http://data.fixer.io/api/,967420799,2000-08-27,EUR,0.902191,1.0,96.607013,0.612696,1.544372
http://data.fixer.io/api/,967507199,2000-08-28,EUR,0.900165,1.0,95.839243,0.611829,1.54224
http://data.fixer.io/api/,967593599,2000-08-29,EUR,0.894502,1.0,95.034072,0.613029,1.54495
http://data.fixer.io/api/,967679999,2000-08-30,EUR,0.892213,1.0,94.954182,0.613504,1.548672
http://data.fixer.io/api/,967766399,2000-08-31,EUR,0.888261,1.0,94.69284,0.611979,1.546864
http://data.fixer.io/api/,967852799,2000-09-01,EUR,0.89794,1.0,95.219567,0.61619,1.553542
http://data.fixer.io/api/,967939199,2000-09-02,EUR,0.894837,1.0,94.977698,0.614204,1.550834
http://data.fixer.io/api/,968025599,2000-09-03,EUR,0.894837,1.0,94.977698,0.614204,1.550834
http://data.fixer.io/api/,968111999,2000-09-04,EUR,0.89913,1.0,95.08703,0.615336,1.552412
http://data.fixer.io/api/,968198399,2000-09-05,EUR,0.88867,1.0,94.11471,0.611811,1.551061
http://data.fixer.io/api/,968284799,2000-09-06,EUR,0.872129,1.0,92.352937,0.603953,1.543472
http://data.fixer.io/api/,968371199,2000-09-07,EUR,0.872776,1.0,91.718891,0.60744,1.550349
http://data.fixer.io/api/,968457599,2000-09-08,EUR,0.869012,1.0,92.033371,0.610945,1.546134
http://data.fixer.io/api/,968543999,2000-09-09,EUR,0.871148,1.0,92.240126,0.612238,1.548134
http://data.fixer.io/api/,968630399,2000-09-10,EUR,0.871148,1.0,92.240126,0.612238,1.548134
http://data.fixer.io/api/,968716799,2000-09-11,EUR,0.860109,1.0,91.213962,0.609,1.526204
http://data.fixer.io/api/,968803199,2000-09-12,EUR,0.861479,1.0,91.906118,0.613741,1.523145
http://data.fixer.io/api/,968889599,2000-09-13,EUR,0.862674,1.0,92.453949,0.61188,1.523703
http://data.fixer.io/api/,968975999,2000-09-14,EUR,0.864356,1.0,92.787315,0.612804,1.526964
http://data.fixer.io/api/,969062399,2000-09-15,EUR,0.857231,1.0,92.061899,0.611276,1.524998
http://data.fixer.io/api/,969148799,2000-09-16,EUR,0.858898,1.0,92.258288,0.612081,1.527386
http://data.fixer.io/api/,969235199,2000-09-17,EUR,0.858898,1.0,92.258288,0.612081,1.527386
http://data.fixer.io/api/,969321599,2000-09-18,EUR,0.85327,1.0,91.208245,0.608583,1.523562
http://data.fixer.io/api/,969407999,2000-09-19,EUR,0.851898,1.0,91.11856,0.605389,1.51453
http://data.fixer.io/api/,969494399,2000-09-20,EUR,0.847128,1.0,90.324836,0.59996,1.509755
http://data.fixer.io/api/,969580799,2000-09-21,EUR,0.856399,1.0,91.244662,0.599695,1.515419
http://data.fixer.io/api/,969667199,2000-09-22,EUR,0.880675,1.0,95.003967,0.602808,1.521089
http://data.fixer.io/api/,969753599,2000-09-23,EUR,0.883841,1.0,95.269306,0.604548,1.525231
http://data.fixer.io/api/,969839999,2000-09-24,EUR,0.883841,1.0,95.269306,0.604548,1.525231
http://data.fixer.io/api/,969926399,2000-09-25,EUR,0.873794,1.0,94.078715,0.601365,1.518175
http://data.fixer.io/api/,970012799,2000-09-26,EUR,0.880959,1.0,94.702996,0.604246,1.523911
http://data.fixer.io/api/,970099199,2000-09-27,EUR,0.882813,1.0,94.910013,0.603216,1.523065
http://data.fixer.io/api/,970185599,2000-09-28,EUR,0.882181,1.0,94.892829,0.602409,1.525071
http://data.fixer.io/api/,970271999,2000-09-29,EUR,0.881778,1.0,95.342588,0.599418,1.526634
http://data.fixer.io/api/,970358399,2000-09-30,EUR,0.879545,1.0,95.126585,0.597685,1.523388
http://data.fixer.io/api/,970444799,2000-10-01,EUR,0.879545,1.0,95.126585,0.597685,1.523388
http://data.fixer.io/api/,970531199,2000-10-02,EUR,0.879694,1.0,95.622077,0.598999,1.524319
http://data.fixer.io/api/,970617599,2000-10-03,EUR,0.874548,1.0,95.048518,0.599897,1.516502
http://data.fixer.io/api/,970703999,2000-10-04,EUR,0.87365,1.0,95.463197,0.599809,1.517737
http://data.fixer.io/api/,970790399,2000-10-05,EUR,0.870483,1.0,95.066911,0.599687,1.517722
http://data.fixer.io/api/,970876799,2000-10-06,EUR,0.868454,1.0,94.542843,0.600645,1.521076
http://data.fixer.io/api/,970963199,2000-10-07,EUR,0.869365,1.0,94.658564,0.600656,1.52278
http://data.fixer.io/api/,971049599,2000-10-08,EUR,0.869365,1.0,94.658564,0.600656,1.52278
http://data.fixer.io/api/,971135999,2000-10-09,EUR,0.868445,1.0,94.577449,0.599907,1.521195
http://data.fixer.io/api/,971222399,2000-10-10,EUR,0.870482,1.0,93.910199,0.599156,1.519652
http://data.fixer.io/api/,971308799,2000-10-11,EUR,0.870233,1.0,93.76172,0.595533,1.510905
http://data.fixer.io/api/,971395199,2000-10-12,EUR,0.863501,1.0,92.854962,0.588422,1.50613
http://data.fixer.io/api/,971481599,2000-10-13,EUR,0.85634,1.0,92.275077,0.5862,1.505849
http://data.fixer.io/api/,971567999,2000-10-14,EUR,0.858534,1.0,92.532689,0.587448,1.50921
http://data.fixer.io/api/,971654399,2000-10-15,EUR,0.858534,1.0,92.532689,0.587448,1.50921
http://data.fixer.io/api/,971740799,2000-10-16,EUR,0.849765,1.0,91.937299,0.587433,1.509977
http://data.fixer.io/api/,971827199,2000-10-17,EUR,0.852925,1.0,92.139009,0.590899,1.51319
http://data.fixer.io/api/,971913599,2000-10-18,EUR,0.840749,1.0,90.738063,0.58103,1.498135
http://data.fixer.io/api/,971999999,2000-10-19,EUR,0.842159,1.0,91.200326,0.583232,1.504875
http://data.fixer.io/api/,972086399,2000-10-20,EUR,0.841693,1.0,91.712458,0.581149,1.501693
http://data.fixer.io/api/,972172799,2000-10-21,EUR,0.843184,1.0,91.845243,0.581803,1.503692
http://data.fixer.io/api/,972259199,2000-10-22,EUR,0.843184,1.0,91.845243,0.581803,1.503692
http://data.fixer.io/api/,972345599,2000-10-23,EUR,0.836211,1.0,90.694922,0.575106,1.501822
http://data.fixer.io/api/,972431999,2000-10-24,EUR,0.837128,1.0,90.490917,0.57692,1.502698
http://data.fixer.io/api/,972518399,2000-10-25,EUR,0.827996,1.0,89.509796,0.576448,1.502268
http://data.fixer.io/api/,972604799,2000-10-26,EUR,0.82783,1.0,89.657225,0.579488,1.510307
http://data.fixer.io/api/,972691199,2000-10-27,EUR,0.838935,1.0,91.199514,0.580206,1.518815
http://data.fixer.io/api/,972777599,2000-10-28,EUR,0.836318,1.0,90.930077,0.57905,1.515255
http://data.fixer.io/api/,972863999,2000-10-29,EUR,0.836318,1.0,90.930077,0.57905,1.515255
http://data.fixer.io/api/,972950399,2000-10-30,EUR,0.843494,1.0,91.834364,0.579726,1.520734
http://data.fixer.io/api/,973036799,2000-10-31,EUR,0.84766,1.0,92.502023,0.584775,1.526793
http://data.fixer.io/api/,973123199,2000-11-01,EUR,0.859167,1.0,93.139304,0.593587,1.528774
http://data.fixer.io/api/,973209599,2000-11-02,EUR,0.860707,1.0,93.189509,0.594491,1.526396
http://data.fixer.io/api/,973295999,2000-11-03,EUR,0.865479,1.0,92.842488,0.596703,1.521373
http://data.fixer.io/api/,973382399,2000-11-04,EUR,0.869877,1.0,93.364862,0.599508,1.525315
http://data.fixer.io/api/,973468799,2000-11-05,EUR,0.869877,1.0,93.364862,0.599508,1.525315
http://data.fixer.io/api/,973555199,2000-11-06,EUR,0.860896,1.0,92.367453,0.599544,1.52053
http://data.fixer.io/api/,973641599,2000-11-07,EUR,0.859803,1.0,92.183428,0.600672,1.522008
http://data.fixer.io/api/,973727999,2000-11-08,EUR,0.855583,1.0,91.998124,0.600836,1.520039
http://data.fixer.io/api/,973814399,2000-11-09,EUR,0.861013,1.0,92.44001,0.604257,1.524378
http://data.fixer.io/api/,973900799,2000-11-10,EUR,0.862933,1.0,93.019759,0.603533,1.521179
http://data.fixer.io/api/,973987199,2000-11-11,EUR,0.864905,1.0,93.181445,0.604917,1.523473
http://data.fixer.io/api/,974073599,2000-11-12,EUR,0.864905,1.0,93.181445,0.604917,1.523473
http://data.fixer.io/api/,974159999,2000-11-13,EUR,0.860855,1.0,92.684161,0.599182,1.519691
http://data.fixer.io/api/,974246399,2000-11-14,EUR,0.857279,1.0,92.621572,0.599219,1.519368
http://data.fixer.io/api/,974332799,2000-11-15,EUR,0.857782,1.0,93.241907,0.601591,1.523954
http://data.fixer.io/api/,974419199,2000-11-16,EUR,0.853283,1.0,92.988529,0.599449,1.524424
http://data.fixer.io/api/,974505599,2000-11-17,EUR,0.850009,1.0,92.543408,0.597341,1.523722
http://data.fixer.io/api/,974591999,2000-11-18,EUR,0.850939,1.0,92.632507,0.5979,1.525158
http://data.fixer.io/api/,974678399,2000-11-19,EUR,0.850939,1.0,92.632507,0.5979,1.525158
http://data.fixer.io/api/,974764799,2000-11-20,EUR,0.848965,1.0,93.062379,0.596302,1.527517
http://data.fixer.io/api/,974851199,2000-11-21,EUR,0.844826,1.0,93.068813,0.59578,1.520365
http://data.fixer.io/api/,974937599,2000-11-22,EUR,0.843335,1.0,92.789128,0.597744,1.520364
http://data.fixer.io/api/,975023999,2000-11-23,EUR,0.840998,1.0,92.730756,0.599463,1.519047
http://data.fixer.io/api/,975110399,2000-11-24,EUR,0.839947,1.0,93.483723,0.59878,1.515998
http://data.fixer.io/api/,975196799,2000-11-25,EUR,0.841646,1.0,93.643637,0.599473,1.51892
http://data.fixer.io/api/,975283199,2000-11-26,EUR,0.841646,1.0,93.643637,0.599473,1.51892
http://data.fixer.io/api/,975369599,2000-11-27,EUR,0.849286,1.0,94.119579,0.60058,1.517927
http://data.fixer.io/api/,975455999,2000-11-28,EUR,0.855838,1.0,94.37377,0.602808,1.51073
http://data.fixer.io/api/,975542399,2000-11-29,EUR,0.859265,1.0,95.116882,0.603602,1.508759
http://data.fixer.io/api/,975628799,2000-11-30,EUR,0.870455,1.0,96.418049,0.612568,1.510191
http://data.fixer.io/api/,975715199,2000-12-01,EUR,0.877008,1.0,97.788658,0.610531,1.515709
http://data.fixer.io/api/,975801599,2000-12-02,EUR,0.876225,1.0,97.869393,0.609575,1.514138
http://data.fixer.io/api/,975887999,2000-12-03,EUR,0.876225,1.0,97.869393,0.609575,1.514138
http://data.fixer.io/api/,975974399,2000-12-04,EUR,0.888075,1.0,98.524396,0.611452,1.512096
http://data.fixer.io/api/,976060799,2000-12-05,EUR,0.880651,1.0,97.702504,0.611685,1.509531
http://data.fixer.io/api/,976147199,2000-12-06,EUR,0.888653,1.0,98.215114,0.617954,1.516824
http://data.fixer.io/api/,976233599,2000-12-07,EUR,0.88976,1.0,98.430479,0.616698,1.511518
http://data.fixer.io/api/,976319999,2000-12-08,EUR,0.884247,1.0,98.329442,0.61093,1.508811
http://data.fixer.io/api/,976406399,2000-12-09,EUR,0.885846,1.0,98.495477,0.6116,1.511839
http://data.fixer.io/api/,976492799,2000-12-10,EUR,0.885846,1.0,98.495477,0.6116,1.511839
http://data.fixer.io/api/,976579199,2000-12-11,EUR,0.877392,1.0,97.177645,0.602551,1.503557
http://data.fixer.io/api/,976665599,2000-12-12,EUR,0.878997,1.0,97.984308,0.606796,1.505863
http://data.fixer.io/api/,976751999,2000-12-13,EUR,0.875497,1.0,98.455548,0.603285,1.503904
http://data.fixer.io/api/,976838399,2000-12-14,EUR,0.887075,1.0,99.76452,0.604203,1.506688
http://data.fixer.io/api/,976924799,2000-12-15,EUR,0.896882,1.0,100.858679,0.60781,1.506752
http://data.fixer.io/api/,977011199,2000-12-16,EUR,0.896748,1.0,100.808019,0.607883,1.50685
http://data.fixer.io/api/,977097599,2000-12-17,EUR,0.896748,1.0,100.808019,0.607883,1.50685
http://data.fixer.io/api/,977183999,2000-12-18,EUR,0.893868,1.0,100.215134,0.606849,1.503382
http://data.fixer.io/api/,977270399,2000-12-19,EUR,0.891785,1.0,100.244375,0.608486,1.507321
http://data.fixer.io/api/,977356799,2000-12-20,EUR,0.906927,1.0,102.191543,0.615749,1.517764
http://data.fixer.io/api/,977443199,2000-12-21,EUR,0.913219,1.0,102.383178,0.619268,1.522793
http://data.fixer.io/api/,977529599,2000-12-22,EUR,0.923706,1.0,104.005514,0.624473,1.521557
http://data.fixer.io/api/,977615999,2000-12-23,EUR,0.924619,1.0,104.04539,0.62423,1.521774
http://data.fixer.io/api/,977702399,2000-12-24,EUR,0.924619,1.0,104.04539,0.62423,1.521774
http://data.fixer.io/api/,977788799,2000-12-25,EUR,0.924059,1.0,104.103466,0.624764,1.521276
http://data.fixer.io/api/,977875199,2000-12-26,EUR,0.92933,1.0,105.384845,0.627021,1.517887
http://data.fixer.io/api/,977961599,2000-12-27,EUR,0.930356,1.0,106.223719,0.623835,1.525148
http://data.fixer.io/api/,978047999,2000-12-28,EUR,0.927699,1.0,106.217577,0.622427,1.52298
http://data.fixer.io/api/,978134399,2000-12-29,EUR,0.938235,1.0,107.585705,0.628379,1.527353
http://data.fixer.io/api/,978220799,2000-12-30,EUR,0.936114,1.0,107.397316,0.62697,1.521588
http://data.fixer.io/api/,978307199,2000-12-31,EUR,0.936114,1.0,107.397316,0.62697,1.521588
http://data.fixer.io/api/,978393599,2001-01-01,EUR,0.937953,1.0,107.591117,0.628202,1.526252
http://data.fixer.io/api/,978479999,2001-01-02,EUR,0.947193,1.0,108.634017,0.63353,1.522855
http://data.fixer.io/api/,978566399,2001-01-03,EUR,0.938939,1.0,107.079597,0.625879,1.512205
http://data.fixer.io/api/,978652799,2001-01-04,EUR,0.94753,1.0,109.12235,0.633143,1.52382
http://data.fixer.io/api/,978739199,2001-01-05,EUR,0.955783,1.0,111.24766,0.636299,1.529678
http://data.fixer.io/api/,978825599,2001-01-06,EUR,0.956357,1.0,111.19129,0.636296,1.529973
http://data.fixer.io/api/,978911999,2001-01-07,EUR,0.956357,1.0,111.19129,0.636296,1.529973
http://data.fixer.io/api/,978998399,2001-01-08,EUR,0.949597,1.0,110.206745,0.633682,1.52544
http://data.fixer.io/api/,979084799,2001-01-09,EUR,0.942052,1.0,109.57466,0.632241,1.524304
http://data.fixer.io/api/,979171199,2001-01-10,EUR,0.939246,1.0,109.221974,0.629975,1.524969
http://data.fixer.io/api/,979257599,2001-01-11,EUR,0.952044,1.0,111.887679,0.635806,1.533811
http://data.fixer.io/api/,979343999,2001-01-12,EUR,0.950778,1.0,112.139538,0.641258,1.538094
http://data.fixer.io/api/,979430399,2001-01-13,EUR,0.953348,1.0,112.518319,0.642149,1.539394
http://data.fixer.io/api/,979516799,2001-01-14,EUR,0.953348,1.0,112.518319,0.642149,1.539394
http://data.fixer.io/api/,979603199,2001-01-15,EUR,0.944981,1.0,112.117917,0.639769,1.542364
http://data.fixer.io/api/,979689599,2001-01-16,EUR,0.93993,1.0,110.624248,0.639742,1.537647
http://data.fixer.io/api/,979775999,2001-01-17,EUR,0.933961,1.0,110.489398,0.633403,1.535418
http://data.fixer.io/api/,979862399,2001-01-18,EUR,0.943764,1.0,111.470511,0.640444,1.530109
http://data.fixer.io/api/,979948799,2001-01-19,EUR,0.935852,1.0,109.887875,0.637236,1.527178
http://data.fixer.io/api/,980035199,2001-01-20,EUR,0.937062,1.0,110.148995,0.638057,1.528609
http://data.fixer.io/api/,980121599,2001-01-21,EUR,0.937062,1.0,110.148995,0.638057,1.528609
http://data.fixer.io/api/,980207999,2001-01-22,EUR,0.936394,1.0,109.118135,0.641019,1.537305
http://data.fixer.io/api/,980294399,2001-01-23,EUR,0.939034,1.0,109.935101,0.638262,1.531569
http://data.fixer.io/api/,980380799,2001-01-24,EUR,0.925045,1.0,109.198786,0.632797,1.529597
http://data.fixer.io/api/,980467199,2001-01-25,EUR,0.920808,1.0,107.647902,0.632004,1.527966
http://data.fixer.io/api/,980553599,2001-01-26,EUR,0.922891,1.0,108.02339,0.631955,1.527103
http://data.fixer.io/api/,980639999,2001-01-27,EUR,0.923379,1.0,108.004156,0.63179,1.526772
http://data.fixer.io/api/,980726399,2001-01-28,EUR,0.923379,1.0,108.004156,0.63179,1.526772
http://data.fixer.io/api/,980812799,2001-01-29,EUR,0.918429,1.0,107.134073,0.629802,1.521485
http://data.fixer.io/api/,980899199,2001-01-30,EUR,0.925526,1.0,107.506897,0.633275,1.525663
http://data.fixer.io/api/,980985599,2001-01-31,EUR,0.932911,1.0,108.461234,0.638366,1.531902
http://data.fixer.io/api/,981071999,2001-02-01,EUR,0.940486,1.0,108.654415,0.636452,1.533224
http://data.fixer.io/api/,981158399,2001-02-02,EUR,0.936085,1.0,108.150169,0.636146,1.535963
http://data.fixer.io/api/,981244799,2001-02-03,EUR,0.937762,1.0,108.314279,0.637124,1.538128
http://data.fixer.io/api/,981331199,2001-02-04,EUR,0.937762,1.0,108.314279,0.637124,1.538128
http://data.fixer.io/api/,981417599,2001-02-05,EUR,0.939665,1.0,108.138992,0.636823,1.536605
